Gender,City,Country,Student Course,Month enr,Year enr,enrollments
Male,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Male,,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Male,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Sep,2019,1
Male,NAIROBI,Kenya,"[GRAPHIC DESIGN-COREL DRAW, GRAPHIC DESIGN-ADOBE PAGEMAKER]",Sep,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Sep,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Sep,2019,1
Male,NAIROBI,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Sep,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE SUPPLY CHAIN MGT(KNEC)],Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Oct,2019,1
Male,NAIROBI,Somalia,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Oct,2019,1
Male,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Oct,2019,1
Male,NAIROBI,Kenya,[ARCHITECTURAL PROGRAMS AUTCAD],Oct,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Oct,2019,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,"[WEB DESIGN-PHP, GRAPHIC DESIGN-ADOBE ILLUSTRATOR, WEB DESIGN-CSS, WEB DESIGN-HTML5/6]",Oct,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA BUSINESS MGT(KNEC)],Oct,2019,1
Male,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Oct,2019,1
Female,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Oct,2019,1
Female,NAIROBI,Kenya,[COMPUTER APPLICATION],Oct,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN  HUMAN RESOURCE (ICM)],Oct,2019,1
Male,NAIROBI,Kenya,"[COMPUTER APPLICATION, Diploma in Aeronautical Engineering(KNEC)]",Oct,2019,1
Female,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Oct,2019,1
Female,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Oct,2019,1
Male,NAIROBI,Kenya,[DIPLOMA SUPPLY CHAIN MGT(KNEC)],Oct,2019,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIR CARGO INTRODUCTORY(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Oct,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA BUSINESS MGT(KNEC)],Oct,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Oct,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE BANKING & FINANCE(KNEC)],Oct,2019,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Oct,2019,1
Female,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Oct,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN JOURNALISM & MASS COMMUNICATION(ICM)],Oct,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Oct,2019,1
Male,NAIROBI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Oct,2019,1
Male,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Oct,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE IN TOUR GUIDE AND ADMINISTRATION(ICM)],Oct,2019,1
Female,NAIROBI,Tanzania,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Oct,2019,1
Male,NAIROBI,Kenya,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Oct,2019,1
Male,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[DIP IN PURCHASING & SUPPLIES MGT(ICM)],Oct,2019,1
Male,NAIROBI,Comoros,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Oct,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Oct,2019,1
Male,NAIROBI,Kenya,"[CPA SEC 2, CPA SEC 1]",Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Oct,2019,1
Male,,Somalia,[CERT IN ENGLISH],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Oct,2019,1
Male,NAIROBI,Kenya,"[GRAPHIC DESIGN-ADOBE PAGEMAKER, GRAPHIC DESIGN-COREL DRAW, GRAPHIC DESIGN-ADOBE ILLUSTRATOR]",Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Oct,2019,1
Female,NAIROBI,Gabon,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN SOCIAL DEVELOPMENT(KNEC)],Oct,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Oct,2019,1
Female,,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Oct,2019,1
Male,,Kenya,"[COMPUTERIZED ACCOUNTING-PASTEL, COMPUTERIZED ACCOUNTING-SAGE L50, COMPUTERIZED ACCOUNTING-QUICK BOOKS]",Oct,2019,1
Female,NAIROBI,Congo,[CERT IN ENGLISH],Oct,2019,1
Male,,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Oct,2019,1
Female,NAIROBI,Somalia,[CERT IN ENGLISH],Oct,2019,1
Female,NAIROBI,Somalia,[CERT IN ENGLISH],Oct,2019,1
Female,NAIROBI,Kenya,[DIP. AIR TRAVEL OPERATIONS/COMP. Tourism mgt(consultancy level 2) (IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE BUSINESS MGT(KNEC)],Oct,2019,1
Male,NAIROBI,Congo,[DIP. PUBLIC RELATIONS],Oct,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Oct,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Oct,2019,1
Male,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Oct,2019,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Oct,2019,1
Male,NAIROBI,Kenya,[COMPUTER APPLICATION],Oct,2019,1
Male,NAIROBI,Comoros,[DIPLOMA ENGLISH],Oct,2019,1
Female,KARATINA,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Oct,2019,1
Female,NAIROBI,Kenya,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Oct,2019,1
Female,NAIROBI,Congo,[CERT IN ENGLISH],Oct,2019,1
Female,NAIROBI,Kenya,[DIP. AIR TRAVEL OPERATIONS/COMP. Tourism mgt(consultancy level 2) (IATA)],Oct,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE BUSINESS MGT(KNEC)],Nov,2019,1
Female,,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Nov,2019,1
Male,,Somalia,[DIPLOMA AIRPORT OPERATIONS(IATA)],Nov,2019,1
Male,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Nov,2019,1
Male,NAIROBI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Nov,2019,1
Female,NAIROBI,Kenya,[COMPUTER APPLICATION],Nov,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Nov,2019,1
Male,NAIROBI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Nov,2019,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Nov,2019,1
Male,NAIROBI,Kenya,[DIPLOMA AIR CARGO INTRODUCTORY(IATA)],Nov,2019,1
Female,NAIROBI,Sudan,[CERTIFICATE IN SECRETARIAL STUDIES(KNEC)],Nov,2019,1
Female,NAIROBI,Sudan,[DIPLOMA BANKING & FINANCE(KNEC)],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Nov,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN PROJECT MANAGEMENT(KNEC)],Nov,2019,1
Female,,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Nov,2019,1
Male,NAIROBI,Kenya,[COMPUTER RESERVATION SYSTEM(GALILEO/AMADEUS)],Nov,2019,1
Female,NAIROBI,Tanzania,[COMPUTERIZED ACCOUNTING-QUICK BOOKS],Nov,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Dec,2019,1
Female,,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Dec,2019,1
Female,,Kenya,[COMPUTER RESERVATION SYSTEM(GALILEO/AMADEUS)],Dec,2019,1
Female,NAIROBI,Kenya,[CERTIFICATE IN SECRETARIAL STUDIES(KNEC)],Dec,2019,1
Male,NAIROBI,Kenya,[COMPUTER APPLICATION],Dec,2019,1
Female,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Dec,2019,1
Female,NAIROBI,Congo,[CERT IN ENGLISH],Dec,2019,1
Female,NAIROBI,Comoros,"[COMPUTER APPLICATION, COMPUTER RESERVATION SYSTEM(GALILEO/AMADEUS)]",Dec,2019,1
Female,NAIROBI,Kenya,[DIPLOMA IN CUSTOMER SERVICE (ICM)],Dec,2019,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Dec,2019,1
Female,,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Dec,2019,1
Male,NAIROBI,Somalia,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Dec,2019,1
Female,NAIROBI,Kenya,[DIPLOMA BANKING & FINANCE(KNEC)],Dec,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Dec,2019,1
Female,NAIROBI,Kenya,[DIPLOMA SUPPLY CHAIN MGT(KNEC)],Dec,2019,1
Male,NAIROBI,Comoros,[DIPLOMA ENGLISH],Dec,2019,1
Male,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Male,NAIROBI,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Jan,2020,1
Male,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Jan,2020,1
Male,KIGALI,Rwanda,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Jan,2020,1
Male,KIGUMO,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Jan,2020,1
Female,SIAYA,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Jan,2020,1
Female,KIAMBU,Kenya,[DIPLOMA IN COMMUNITY DEVELOPMENT & SOCIAL WORK],Jan,2020,1
Male,NAIROBI,Kenya,[DIPLOMA IT SYSTEMS SUPPORT (CITY & GUILDS)],Jan,2020,1
Male,NAIROBI,Kenya,[CERT IN ENGLISH],Jan,2020,1
Female,KIAMBU,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[CERT AIRLINE PASSENGER HANDLING(IATA)],Jan,2020,1
Male,GARISSA,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,,Kenya,"[GRAPHIC DESIGN-ADOBE PAGEMAKER, GRAPHIC DESIGN-COREL DRAW, GRAPHIC DESIGN-ADOBE ILLUSTRATOR, GRAPHIC DESIGN-ADOBE PHOTO SHOP]",Jan,2020,1
Female,MORONI,Comoros,[CERT IN ENGLISH],Jan,2020,1
Female,,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[ATD LEVEL 1],Jan,2020,1
Female,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Jan,2020,1
Male,,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA IN FRONT OFFICE OPERATION & ADMINISTRATION],Jan,2020,1
Male,NYERI,Kenya,[CERT IN ENGLISH],Jan,2020,1
Male,NAIROBI,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Male,NAIROBI,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Jan,2020,1
Male,MAWINGO,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Jan,2020,1
Male,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Jan,2020,1
Male,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Jan,2020,1
Female,KANGEMI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Male,KINSHASA,Congo,[CERT IN ENGLISH],Jan,2020,1
Female,KIAMBU,Kenya,[CERTIFICATE AIR CARGO INTRODUCTORY(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Jan,2020,1
Female,THIKA,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[Artisan Food And Beverage production and Services],Jan,2020,1
Male,KITALE,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Jan,2020,1
Male,NAIROBI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Jan,2020,1
Female,NAIROBI,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Jan,2020,1
Male,NAIROBI,Kenya,[COMPUTER APPLICATION],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Jan,2020,1
Female,MARIAKANI,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Jan,2020,1
Male,NYAMIRA,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Jan,2020,1
Female,KERICHO,Kenya,[DIPLOMA IN SECRETARIAL STUDIES(KNEC)],Jan,2020,1
Male,LITEIN,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Jan,2020,1
Female,NAIROBI,Uganda,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Male,MOGADISHO,Kenya,[CERT ELECTRICAL AND ELECTRONICS (KNEC)],Jan,2020,1
Female,,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Jan,2020,1
Male,MOGDISHO,Somalia,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Jan,2020,1
Male,NAIROBI,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[DIP. AIR TRAVEL OPERATIONS/COMP. Tourism mgt(consultancy level 2) (IATA)],Jan,2020,1
Male,MERU,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Jan,2020,1
Female,MERU,Kenya,[DIPLOMA BANKING & FINANCE(KNEC)],Jan,2020,1
Male,MATASIA,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Jan,2020,1
Female,MWINGI,Kenya,[DIPLOMA SALES AND MARKETING(KNEC)],Jan,2020,1
Male,,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Jan,2020,1
Male,NYAMIRA,Kenya,[DIPLOMA SUPPLY CHAIN MGT(KNEC)],Jan,2020,1
Female,NYERI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,KISII,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[Artisan Electrical installation(KNEC)],Jan,2020,1
Male,NAIROBI,Kenya,[DIPLOMA BUSINESS MGT(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[CERT HOTEL & CATERING MANAGEMENT(ICM)],Jan,2020,1
Male,LUBUMBASHI,Congo,[DIP IN PURCHASING & SUPPLIES MGT(ICM)],Jan,2020,1
Female,KIAMBU,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Jan,2020,1
Female,NAIROBI,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Jan,2020,1
Male,GITHUNGURI,Kenya,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[BRIDGING IN ENGLISH LEVEL 1],Jan,2020,1
Male,MAKUENI,Kenya,[DIPLOMA SUPPLY CHAIN MGT(KNEC)],Jan,2020,1
Male,KISUMU,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA AIR CARGO INTRODUCTORY(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Jan,2020,1
Male,HOMABAY,Kenya,[DIPLOMA SUPPLY CHAIN MGT(KNEC)],Jan,2020,1
Female,,Kenya,[COMPUTER APPLICATION],Jan,2020,1
Male,DERESALAAM,Kenya,[CERTIFICATE IN JOURNALISM & MASS COMMUNICATION(ICM)],Jan,2020,1
Male,EMBU,Kenya,[CERTIFICATE IN INFORMATION TECHNOLOGY IT (KNEC)],Jan,2020,1
Female,NYERI,Kenya,[DIP. AIR TRAVEL OPERATIONS/COMP. Tourism mgt(consultancy level 2) (IATA)],Jan,2020,1
Male,VYURSA,Congo,[COMPUTERIZED DIP IN TRAVEL & TOURISM MGT (IATA)],Jan,2020,1
Male,KISII,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Female,MERU,Kenya,[COMPUTER APPLICATION],Jan,2020,1
Female,MARIAKANI,Kenya,[DIP. INFORMATION COMM. TECHNOLOGY(DICT)(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[COMPUTER APPLICATION],Jan,2020,1
Male,KIBERA,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Jan,2020,1
Male,IL-POLEI,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Jan,2020,1
Female,KERICHO,Kenya,[CERTIFICATE AIRPORT OPERATIONS(IATA)],Jan,2020,1
Female,TURBO,Kenya,[DIPLOMA IN SECRETARIAL STUDIES(KNEC)],Jan,2020,1
Male,KAPSABET,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Jan,2020,1
Male,MACHAKOS,Kenya,[DIPLOMA ELECTRICAL AND ELECTRONICS (KNEC)],Jan,2020,1
Female,OLOITOKITOK,Kenya,[DIP. COMPUTER AIR TRAVEL OPERATION FL1(IATA)],Jan,2020,1
Female,BONDO,Kenya,"[Diploma in Food and Beverage Production, Sales and Service Mgt(KNEC)]",Jan,2020,1
Female,MAKUENI,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Jan,2020,1
Female,MAZERAS,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Jan,2020,1
Female,KARATINA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Male,KIBWEZI,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Jan,2020,1
Male,KAJIADO,Kenya,[DIPLOMA AIRPORT OPERATIONS(IATA)],Jan,2020,1
Female,TASSIA,Kenya,[DIPLOMA IN SECRETARIAL STUDIES(KNEC)],Jan,2020,1
Female,SIAYA,Kenya,[DIPLOMA HOTEL AND CATERING MANAGEMENT(ICM)],Jan,2020,1
Male,MACHAKOS,Kenya,"[COMPUTERIZED DIPLOMA IN CUSTOMS ,CLEARING & FORWARDING(ICM)]",Jan,2020,1
Male,WOTE,Kenya,[Artisan Food And Beverage production and Services],Jan,2020,1
Female,NAIROBI,Kenya,[CERT/DIP/ADVANCED BUSINESS ADMINISTRATION(ICM)],Jan,2020,1
Male,NGENG,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
Male,AMAGORO,Kenya,[CERT AIRLINE PASSENGER HANDLING(IATA)],Jan,2020,1
Male,KIBWEZI,Kenya,[CERTIFICATE HUMAN RESOURCE MGT(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Male,NAIROBI,Kenya,[Diploma in Aeronautical Engineering(KNEC)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,NAIROBI,Kenya,[DIPLOMA IN CABIN CREW/ AIR HOSTESS(IATA)],Jan,2020,1
Female,KAKAMEGA,Kenya,[CERT IN FOOD AND BEVERAGE(KNEC)],Jan,2020,1
